#PATH-POINTS-START Path
120.649,120.335,0,90
#PATH-POINTS-START Path
120.649,120.335,120,90
122.649,120.31,120
124.649,120.285,120
126.648,120.26,120
128.648,120.235,120
130.648,120.21,120
132.648,120.185,120
134.648,120.16,120
136.648,120.135,120
138.648,120.11,120
140.647,120.085,120
142.647,120.06,120
144.647,120.035,120
146.647,120.01,120
148.647,119.985,120
150.647,119.96,120
152.646,119.935,120
154.646,119.91,120
156.646,119.885,120
158.646,119.86,120
160.646,119.835,120,90
162.646,119.81,120
164.645,119.785,120
166.645,119.759,120
168.645,119.732,120
170.645,119.705,120
172.645,119.676,120
174.014,119.643,120
172.014,119.658,120
170.014,119.678,120
168.014,119.698,120
166.015,119.72,120
164.015,119.742,120
162.015,119.765,120
160.015,119.788,120
158.015,119.811,120
156.015,119.835,120
154.015,119.86,120
152.015,119.884,120
150.016,119.909,120
148.016,119.935,120
146.016,119.961,120
144.016,119.987,120
142.016,120.013,120
140.017,120.04,120
138.017,120.067,120
136.017,120.095,120
134.017,120.123,120
132.017,120.152,120
130.018,120.181,120
128.018,120.211,120
126.018,120.242,120
124.018,120.273,120
122.018,120.305,120
120.159,120.335,120,90
120.159,120.335,0,90
#PATH-POINTS-START Path
120.159,119.846,120,270
118.159,119.864,120
116.159,119.882,120
114.159,119.899,120
112.159,119.917,120
110.16,119.934,120
108.16,119.95,120
106.16,119.966,120
104.16,119.981,120
102.16,119.995,120
100.16,120.006,120
98.16,120.015,120
96.16,120.015,120
94.16,119.977,120
92.253,119.698,120
90.254,119.631,120
88.255,119.585,120
86.255,119.549,120
84.255,119.52,120
82.255,119.495,120
80.255,119.473,120
78.256,119.453,120
76.256,119.435,120
74.256,119.42,120
72.256,119.405,120
70.256,119.392,120
68.256,119.38,120
66.256,119.368,120
63.831,119.356,120,270
63.831,119.356,0,270
#PATH.JERRYIO-DATA {"appVersion":"0.10.0","format":"path.jerryio v0.1","gc":{"robotWidth":30,"robotHeight":30,"robotIsHolonomic":false,"showRobot":false,"uol":1,"pointDensity":2,"controlMagnetDistance":12.7,"fieldImage":{"displayName":"V5RC 2026 - Push Back","signature":"V5RC-PushBack-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"VJ3DXyQ5Tu","x":138.2819369225868,"y":34.12965912711055,"lock":false,"visible":true,"heading":270,"__type":"end-point"},{"uid":"tykgCXS95S","x":76.07661675692896,"y":19.435489009238612,"lock":false,"visible":true,"__type":"control"},{"uid":"gUPG8PdUyY","x":53.54555590952532,"y":35.26600828289264,"lock":false,"visible":true,"__type":"control"},{"uid":"LMQiscNqlo","x":53.54555590952532,"y":88.98789423383244,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"YF0fLsVW5h"},{"controls":[{"uid":"LMQiscNqlo","x":53.54555590952532,"y":88.98789423383244,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"hhDOcF0VOg","x":120.64893278114049,"y":114.45778910481044,"lock":false,"visible":true,"__type":"control"},{"uid":"uDjHxhLk4g","x":125.05718381650206,"y":124.25390251672508,"lock":false,"visible":true,"__type":"control"},{"uid":"gFmMYu4dPR","x":120.64893278114049,"y":120.33545715195922,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"kIPOSHc5j4"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Path","uid":"6SocoCRk8D","lock":false,"visible":true},{"segments":[{"controls":[{"uid":"nJ5LBKumVf","x":120.64893278114049,"y":120.33545715195922,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"gk4TttKfim","x":159.83338642879897,"y":119.84565148136349,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"7Qxzwu7xVg"},{"controls":[{"uid":"gk4TttKfim","x":159.83338642879897,"y":119.84565148136349,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"yXhZdLy6d1","x":199.01784007645745,"y":119.35584581076776,"lock":false,"visible":true,"__type":"control"},{"uid":"SFBk4nDWlY","x":149.5474673462886,"y":119.84565148136349,"lock":false,"visible":true,"__type":"control"},{"uid":"WwnWg5kadG","x":120.15912711054474,"y":120.33545715195922,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"gxJsdYx6CN"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Path","uid":"PAJokExtVZ","lock":false,"visible":true},{"segments":[{"controls":[{"uid":"OnXKbtvec4","x":120.15912711054474,"y":119.84565148136349,"lock":false,"visible":true,"heading":270,"__type":"end-point"},{"uid":"WsVZbKOV1p","x":66.28050334501432,"y":120.33545715195922,"lock":false,"visible":true,"__type":"control"},{"uid":"pXUBog0VXW","x":122.93072202147714,"y":119.6465966300495,"lock":false,"visible":true,"__type":"control"},{"uid":"WzPdQoNG0b","x":63.83147499203567,"y":119.35584581076776,"lock":false,"visible":true,"heading":270,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"1ZUiMbw81u"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Path","uid":"9vC3Ed9POP","lock":false,"visible":true}]}
