-53.67, -6.907, 95.572
-51.678, -6.728, 98.037
-49.691, -6.508, 99.247
-47.704, -6.28, 96.654
-45.714, -6.073, 93.989
-43.72, -5.92, 91.247
-41.722, -5.856, 88.42
-39.723, -5.92, 85.5
-37.738, -6.153, 82.477
-35.788, -6.592, 80.002
-33.907, -7.266, 78.68
-32.133, -8.184, 78.908
-30.498, -9.332, 80.642
-29.018, -10.675, 83.387
-27.692, -12.17, 86.48
-26.52, -13.79, 87.984
-25.473, -15.493, 90.697
-24.549, -17.266, 91.869
-23.718, -19.085, 92.913
-22.973, -20.941, 93.832
-22.303, -22.825, 94.635
-21.7, -24.732, 95.333
-21.155, -26.656, 95.938
-20.662, -28.595, 96.46
-21.22, -30.05, 97.58
-23.017, -30.929, 98.748
-24.806, -31.822, 99.464
-26.591, -32.724, 99.948
-28.375, -33.629, 99.86
-30.159, -34.534, 99.534
-31.945, -35.434, 99.388
-33.733, -36.329, 99.248
-35.527, -37.215, 98.973
-37.325, -38.09, 98.831
-39.129, -38.953, 98.683
-40.941, -39.8, 98.356
-42.76, -40.63, 98.171
-44.589, -41.441, 97.966
-46.428, -42.226, 97.479
-48.279, -42.984, 97.186
-50.141, -43.712, 95.813
-52.02, -44.399, 93.125
-53.913, -45.045, 90.356
-55.824, -45.633, 87.5
-57.753, -46.159, 84.547
-59.705, -46.597, 81.488
-61.676, -46.932, 78.31
-63.666, -47.128, 74.998
-65.665, -47.126, 71.533
-67.643, -46.848, 67.893
-69.593, -46.405, 80.916
-71.559, -46.037, 77.713
-71.31, -46.157, 93.077
-69.326, -46.405, 96.855
-67.336, -46.604, 97.799
-65.343, -46.772, 98.352
-63.348, -46.914, 98.55
-61.352, -47.039, 98.713
-59.355, -47.147, 96.981
-57.357, -47.239, 94.326
-55.359, -47.319, 91.594
-53.36, -47.387, 88.777
-51.361, -47.444, 85.868
-49.361, -47.49, 82.858
-47.361, -47.528, 79.733
-45.362, -47.557, 76.481
-43.362, -47.58, 73.085
-41.362, -47.592, 69.523
-39.362, -47.598, 65.768
-37.362, -47.599, 61.785
-35.362, -47.59, 57.527
-33.362, -47.577, 52.928
-31.362, -47.558, 47.889
-29.362, -47.532, 42.254
-27.362, -47.503, 35.74
-25.363, -47.465, 27.738
-22.334, -47.403, 0
-22.334, -47.403, 0
-2.339, -46.995, 0
endData
127
100
200
-53.67, -6.907, -40.75, -5.943, -27.155, -0.351, -20.406, -29.662
-20.406, -29.662, -31.88, -35.062, -56.659, -49.524, -67.747, -46.825
-67.747, -46.825, -78.836, -44.125, -72.665, -48.56, -22.334, -47.403
